code,class,session,id
dim(var),communication,364e19,122
"gbm_model <- gbm.fit(as.data.frame(analysis_df[, -1]), analysis_df$Attrition ==     ""Yes"")",modeling,584e20,120
"assoc_fn = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/analysis/association_test/assoc_results/PCA.pathVar.ExAC.r1.sites.vep.biallelic.combine.fisher.anno.v2.tsv""",import,364e19,122
"assoc_f = read.table(sep = ""\t"", header = T, file = assoc_fn,     fill = T, stringsAsFactors = FALSE)",import,364e19,122
"Code will appear in this box. Click on the classifier below that best fits the code, then click the NEXT button. Press START to begin.",setup,3.1800000000000002e+22,126
"gbm_plot_data <- data.frame(Var = summary(gbm_model)$var, Influence = summary(gbm_model)$rel.inf)",evaluation,584e20,120
"assoc_f = assoc_f[assoc_f$ExAC_AC < 61, ]",data cleaning,364e19,122
"gbm_plot_data$Var <- factor(gbm_plot_data$Var, gbm_plot_data$Var[order(gbm_plot_data$Influence)])",visualization,584e20,120
"assoc_f = assoc_f[order(assoc_f$P, decreasing = F), ]",data cleaning,364e19,122
"assoc_f = assoc_f[!duplicated(assoc_f$HGVSg), ]",data cleaning,364e19,122
"Code will appear in this box. Click on the classifier below that best fits the code, then click the NEXT button. Press START to begin.",setup,208e20,126
if (i == 1) {,import,593e20,125
results.all.df <- result_list[[1]]$value,import,593e20,125
for (i in 1:length(result_list)) {,import,593e20,125
},import,593e20,125
},import,593e20,125
"results.all.df <- rbind(results.all.df, result_list[[1]]$value)",import,593e20,125
else {,import,593e20,125
},import,593e20,125
"ggplot(gbm_plot_data) + geom_bar(aes(Var, Influence), stat = ""identity"") +     xlab("""") + ylab(""Rel Influence"") + coord_flip()",visualization,584e20,120
"assoc_f_brief = assoc_f[, c(""HGVSg"", ""Var"", ""OR"", ""P"")]",data cleaning,364e19,122
"colnames(assoc_f_brief) = paste(""ExAC_assoc"", colnames(assoc_f_brief),     sep = ""_"")",data cleaning,364e19,122
"colnames(assoc_f_brief)[1] = ""HGVSg""",data cleaning,364e19,122
args = (commandArgs(TRUE)),setup,803e20,127
"var_assoc = merge(var, assoc_f_brief, by = ""HGVSg"", all.x = T,     all.y = F)",data cleaning,364e19,122
"cat(""After merging association:"", ""\n"")",communication,364e19,122
dim(var_assoc),communication,364e19,122
"exp_score_f = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/analysis/expression_effect/2016-06-21_KH_pancan_exp_log2RSEM_all_uniq.tsv.gz""",setup,364e19,122
"exp_score = read.table(sep = ""\t"", header = F, file = gzfile(exp_score_f),     stringsAsFactors = FALSE)",import,364e19,122
"exp_quantile_f = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/analysis/expression_effect/2016-06-21_KH_pancan_exp_quantile_all_uniq.tsv.gz""",setup,364e19,122
"exp_quantile = read.table(sep = ""\t"", header = F, file = gzfile(exp_quantile_f),     stringsAsFactors = FALSE)",import,364e19,122
},modeling,208e20,126
"tune.svm3 <- function(trainset, groupingvar) {",modeling,208e20,126
R = min(objR$performances$error),modeling,208e20,126
"cost = 4^(-5:5), tune.control(sampling = ""cross""), kernel = ""radial"")",modeling,208e20,126
L = min(objL$performances$error),modeling,208e20,126
"objR <- tune.svm(groupingvar ~ ., data = trainset, gamma = 4^(-5:5),",modeling,208e20,126
"objL <- tune.svm(groupingvar ~ ., data = trainset, gamma = 4^(-5:5),",modeling,208e20,126
"cost = 4^(-5:5), tune.control(sampling = ""cross""), kernel = ""linear"")",modeling,208e20,126
"return(c(""radial"", objR, ""linear"", objL))",modeling,208e20,126
"""log2RSEM"", ""cancer"")",data cleaning,364e19,122
"colnames(exp_score) = c(""HUGO_Symbol"", ""bcr_patient_barcode"",",data cleaning,364e19,122
"setwd(""analysis"")",setup,208e20,126
library(glmpath),import,208e20,126
library(randomForest),import,208e20,126
"colnames(exp_quantile) = c(""HUGO_Symbol"", ""bcr_patient_barcode"",     ""expressionQuantile"", ""cancer"")",data cleaning,364e19,122
library(ica),import,208e20,126
"var_assoc_exp = merge(var_assoc, exp_score, by = c(""HUGO_Symbol"",     ""bcr_patient_barcode"", ""cancer""), all.x = T, all.y = F)",data cleaning,364e19,122
"var_assoc_exp_q = merge(var_assoc_exp, exp_quantile, by = c(""HUGO_Symbol"",     ""bcr_patient_barcode"", ""cancer""), all.x = T, all.y = F)",data cleaning,364e19,122
library(e1071),import,208e20,126
require(Hmisc),import,208e20,126
"cat(""After merging expression:"", ""\n"")",communication,364e19,122
library(osfr),import,208e20,126
library(tidyverse),import,208e20,126
library(stringr),import,208e20,126
dim(var_assoc_exp_q),communication,364e19,122
library(gridExtra),import,208e20,126
"var_assoc_exp_q$transcript_name = gsub("":.*"", """", var_assoc_exp_q$HGVSc)",data cleaning,364e19,122
library(RGraphics),import,208e20,126
"transcript_l_f = ""/Users/khuang/Box Sync/PhD/germline/pan8000_germline_clinical/reference_files/gene_transcript_length""",setup,364e19,122
"transcript_l = read.table(header = F, quote = """", sep = ""\t"",     fill = T, file = transcript_l_f, stringsAsFactors = FALSE)",import,364e19,122
"colnames(transcript_l) = c(""HUGO_Symbol"", ""transcript_name"",     ""transcript length"")",data cleaning,364e19,122
"var_assoc_exp_q_t = merge(var_assoc_exp_q, transcript_l, by = c(""HUGO_Symbol"",     ""transcript_name""), all.x = T, all.y = F)",data cleaning,364e19,122
"source(""Rcode/functions.r"")",import,208e20,126
"cat(""After merging transcript length:"", ""\n"")",communication,364e19,122
dim(var_assoc_exp_q_t),communication,364e19,122
"ai_missense_fn = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/analysis/LOH/LOH.missense.out.tsv""",setup,364e19,122
"ai_missense = read.table(sep = ""\t"", header = T, file = ai_missense_fn,     stringsAsFactors = FALSE)",import,364e19,122
"PMeta = osfr::path_file(""myxcv"")",import,208e20,126
"ai_truncation_fn = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/analysis/LOH/LOH.truncation.out.tsv""",setup,364e19,122
"ai_truncation = read.table(sep = ""\t"", header = T, file = ai_truncation_fn,     stringsAsFactors = FALSE)",import,364e19,122
RECREATEMINFILE = F,setup,208e20,126
"ai_truncation$binary_type = ""Truncation""",data cleaning,364e19,122
"groupingby = ""MITsoft""",data cleaning,208e20,126
"ai_missense$binary_type = ""Missense""",data cleaning,364e19,122
"Code will appear in this box. Click on the classifier below that best fits the code, then click the NEXT button. Press START to begin.",modeling,235e20,128
"ai_f = rbind(ai_missense, ai_truncation)",data cleaning,364e19,122
Npermutation = 250,setup,208e20,126
ai_f$TumorByNormalVAF = ai_f$TumorVAF/ai_f$NormalVAF,data cleaning,364e19,122
"ai_f_brief = ai_f[, c(3, 14:21)]",data cleaning,364e19,122
"colnames(ai_f_brief)[1] = ""Start""",data cleaning,364e19,122
"Name_project = ""Ro_testdata""",setup,208e20,126
siteSize = 2048,setup,235e20,128
"colnames(ai_f_brief)[3:7] = paste(""LOH"", colnames(ai_f_brief)[3:7],     sep = ""_"")",data cleaning,364e19,122
"source(""Rcode/inputdata.r"")",setup,208e20,126
"treatment = ""Copper""",setup,235e20,128
"var_assoc_exp_q_t_ai = merge(var_assoc_exp_q_t, ai_f_brief, by = c(""Sample"",     ""Start""), all.x = T, all.y = F)",data cleaning,364e19,122
"strand = ""both""",setup,235e20,128
"cat(""After merging LOH:"", ""\n"")",communication,364e19,122
dim(var_assoc_exp_q_t_ai),communication,364e19,122
"Outputs = paste(WD, Projects_metadata$Folder_path, ""Routputs"",     sep = ""/"")",export,208e20,126
"clin_f = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/TCGA_data/clinical/PanCan_ClinicalData_V4_wAIM.txt""",setup,364e19,122
"clin = read.table(header = T, quote = """", sep = ""\t"", fill = T,     file = clin_f, stringsAsFactors = FALSE)",import,364e19,122
onlinemin = Outputs,export,208e20,126
op <- options(digits.secs = 3),data cleaning,593e20,125
"if (WD == ""https:/"") Outputs = paste(""../Routputs"", Projects_metadata$Folder_path,     sep = ""/"")",setup,208e20,126
"dir.create(Outputs, recursive = TRUE)",export,208e20,126
randN <- Sys.time(),data cleaning,593e20,125
plot.path = Outputs,export,208e20,126
"randN <- gsub(""-"", """", randN, fixed = TRUE)",setup,593e20,125
"source(""Rcode/checkmetadata.r"")",setup,208e20,126
"source(""Rcode/animal_groups.r"")",import,208e20,126
"source(""Rcode/create_minfile.r"")",setup,208e20,126
"metadata$Exclude_data[is.na(metadata$Exclude_data)] <- ""include""",data cleaning,208e20,126
"metadata = metadata %>% filter(Exclude_data != ""exclude"")",data cleaning,208e20,126
"randN <- gsub("" "", """", randN, fixed = TRUE)",data cleaning,593e20,125
MIN_data = MIN_data %>% filter(ID %in% metadata$ID),data cleaning,208e20,126
"randN <- gsub("":"", """", randN, fixed = TRUE)",data cleaning,593e20,125
"source(""Rcode/multidimensional_analysis_prep.R"")",import,208e20,126
"randN <- gsub(""."", """", randN, fixed = TRUE)",setup,593e20,125
Multi_datainput_m$groupingvar = as.numeric(Multi_datainput_m$groupingvar),data cleaning,208e20,126
"save(results, file = paste(""/home/aiddata/Desktop/Github/geoSIMEX_NDVI/Analysis/Results/McArthur_MC_"",     randN, "".Rda"", sep = """"))",data cleaning,593e20,125
RF_selec = Multi_datainput_m,setup,208e20,126
"save(results, file = paste(""/home/aiddata/Desktop/Github/geoSIMEX_NDVI/Analysis/Results/McArthur_MC_"",     randN, "".Rda"", sep = """"))",export,593e20,125
"clin = clin[, -c(38:39)]",data cleaning,364e19,122
colnames(clin)[colnames(clin) %in% colnames(var_assoc_exp_q_t_ai)],data cleaning,364e19,122
"colnames(clin)[2] = ""cancer""",data cleaning,364e19,122
"RF_selec = RF_selec[order(RF_selec$groupingvar), ]",data cleaning,208e20,126
"colnames(clin)[38] = ""AIM_ethnicity""",data cleaning,364e19,122
"germ_clin = merge(var_assoc_exp_q_t_ai, clin, by = c(""bcr_patient_barcode"",     ""cancer""), all.x = T, all.y = F)",data cleaning,364e19,122
temp = RF_selec %>% select(-groupingvar),data cleaning,208e20,126
"cat(""After merging clinical data:"", ""\n"")",communication,364e19,122
dim(germ_clin),communication,364e19,122
"truncation_f_PCGP = paste(""/Users/khuang/Box Sync/PhD/germline/pan8000_germline_clinical/CharGer_analysis/pan8000/05_07_2016/05_07_2016_pan8000_MAF0.05_truncation_charger_PCGP.txt"",    sep = """")",setup,364e19,122
cfreq <- colSums(temp),exploratory,208e20,126
library(parallel),setup,593e20,125
"E1 = names(temp[, cfreq == 0])",data cleaning,208e20,126
"missense_f_PCGP = paste(""/Users/khuang/Box Sync/PhD/germline/pan8000_germline_clinical/CharGer_analysis/pan8000/05_07_2016/05_07_2016_pan8000_MAF0.05_missense_charger_PCGP.txt"",     sep = """")",setup,364e19,122
"trun_PCGP = read.table(header = T, quote = """", sep = ""\t"", fill = T,     file = truncation_f_PCGP)",import,364e19,122
"RF_selec = RF_selec[, !names(RF_selec) %in% c(E1)]",data cleaning,208e20,126
"miss_PCGP = read.table(header = T, quote = """", sep = ""\t"", fill = T,     file = missense_f_PCGP)",import,364e19,122
set.seed(66),setup,208e20,126
germ_clin$PCGP = FALSE,data cleaning,364e19,122
"germ_clin[germ_clin$HGVSg %in% trun_PCGP$HGVSg, ]$PCGP = TRUE",data cleaning,364e19,122
"germ_clin[germ_clin$HGVSg %in% miss_PCGP$HGVSg, ]$PCGP = TRUE",data cleaning,364e19,122
xx = as.matrix(RF_selec %>% select(-groupingvar)),data cleaning,208e20,126
"cat(""After merging PCGP:"", ""\n"")",communication,364e19,122
dim(germ_clin),communication,364e19,122
yy = as.numeric(RF_selec$groupingvar) - 1,data cleaning,208e20,126
"pp <- rep(NA, length(yy))",setup,208e20,126
library(readr),setup,261e20,129
"ppsvm <- rep(NA, length(yy))",setup,208e20,126
"ppsvm_L <- rep(NA, length(yy))",setup,208e20,126
"sgd_64 <- read_csv(""~/Documents/Projects/fish/analysis/training/detect_batch_sgd_64.csv"",     col_names = FALSE)",import,261e20,129
num_per_class <- nrow(RF_selec)/2,setup,208e20,126
before <- Sys.time(),setup,208e20,126
best.parameters = bestk[[2]],evaluation,208e20,126
best.parameters_L = bestk[[11]],evaluation,208e20,126
bestdex <- 2,evaluation,208e20,126
kernel = bestk[[1]]),evaluation,208e20,126
"pred <- predict(fit, newx = xx[hold_out, ], s = bestlambda,",evaluation,208e20,126
"fit <- glmpath::glmpath(x = xx[-hold_out, ], y = yy[-hold_out],",evaluation,208e20,126
"hold_out = c(k, k + num_per_class)",evaluation,208e20,126
"kernel = ""linear"")",evaluation,208e20,126
},evaluation,208e20,126
"type = ""link"", mode = ""lambda"")",evaluation,208e20,126
bestdex <- which.min(fit$bic),evaluation,208e20,126
},evaluation,208e20,126
"family = binomial, max.arclength = 1)",evaluation,208e20,126
"], cost = best.parameters_L$cost, gamma = best.parameters_L$gamma,",evaluation,208e20,126
bestlambda <- fit$lambda[bestdex],evaluation,208e20,126
"svm.model <- svm(yy[-hold_out] ~ ., data = xx[-hold_out,",evaluation,208e20,126
"ppsvm_L[hold_out] = predict(svm.model_L, xx[hold_out, ])",evaluation,208e20,126
for (k in 1:num_per_class) {,evaluation,208e20,126
"bestk = tune.svm3(RF_selec[-hold_out], as.data.frame(yy[-hold_out]))",evaluation,208e20,126
"ppsvm[hold_out] = predict(svm.model, xx[hold_out, ])",evaluation,208e20,126
pp[hold_out] = pred,evaluation,208e20,126
"], cost = best.parameters$cost, gamma = best.parameters$gamma,",evaluation,208e20,126
"svm.model_L <- svm(yy[-hold_out] ~ ., data = xx[-hold_out,",evaluation,208e20,126
if (bestdex == 1) {,evaluation,208e20,126
duration = Sys.time() - before,evaluation,208e20,126
true_class <- sign(yy - 0.5),modeling,208e20,126
pred_class <- sign(pp),evaluation,208e20,126
pred_classsvm <- sign(ppsvm),evaluation,208e20,126
pred_classsvm_L <- sign(ppsvm_L),evaluation,208e20,126
library(dplyr),setup,478e20,130
"prediction_res1 = table(true_class, pred_class)",modeling,208e20,126
"prediction_res2 = table(true_class, pred_classsvm)",evaluation,208e20,126
library(quantreg),setup,478e20,130
"prediction_res3 = table(true_class, pred_classsvm_L)",evaluation,208e20,126
library(ggplot2),setup,478e20,130
ACURRACY = NA,setup,208e20,126
args <- commandArgs(trailingOnly = TRUE),setup,478e20,130
temp = classAgreement(prediction_res1),evaluation,208e20,126
"data_dir <- ""../../data/ideology_analysis/""",import,478e20,130
"ACURRACY = c(ACURRACY, temp$kappa)",modeling,208e20,126
temp = classAgreement(prediction_res2),evaluation,208e20,126
"ACURRACY = c(ACURRACY, temp$kappa)",evaluation,208e20,126
"somatic_f = ""/Users/khuang/Box Sync/PhD/germline/PanCanAtlasGermline/TCGA_data/somatic/mc3.v0.2.8.PUBLIC.maf.gene_vclass_HGVSp_sample.gz""",setup,364e19,122
temp = classAgreement(prediction_res3),evaluation,208e20,126
"somatic = read.table(header = T, quote = """", sep = ""\t"", file = gzfile(somatic_f),     stringsAsFactors = FALSE)",import,364e19,122
"ACURRACY = c(ACURRACY, temp$kappa)",evaluation,208e20,126
ACURRACYreal <- ACURRACY,evaluation,208e20,126
"colnames(somatic) = c(""HUGO_Symbol"", ""Somatic_Variant_Classification"",     ""TumorSample"", ""Somatic_HGVSp"")",data cleaning,364e19,122
"res_dir <- paste0(data_dir, ""bootstrap_results/"")",setup,478e20,130
"Acc_sampled = c(""log_regr"", ""svm_radial"")",setup,208e20,126
"somatic$bcr_patient_barcode = gsub(""(^TCGA-[A-Z0-9][A-Z0-9]-[A-Z0-9][A-Z0-9][A-Z0-9][A-Z0-9])-.*"",     ""\\1"", somatic$TumorSample)",data cleaning,364e19,122
"somatic = somatic[somatic$Somatic_Variant_Classification %in%     c(""Frame_Shift_Del"", ""Frame_Shift_Ins"", ""In_Frame_Del"", ""In_Frame_Ins"")]",data cleaning,364e19,122
"somatic_class_agg = aggregate(somatic[c(""Somatic_Variant_Classification"",     ""Somatic_HGVSp"")], by = somatic[c(""TumorSample"", ""HUGO_Symbol"",     ""bcr_patient_barcode"")], paste, collapse = "","")",data cleaning,364e19,122
"germ_clin_so = merge(germ_clin, somatic_class_agg, by = c(""bcr_patient_barcode"",     ""HUGO_Symbol""), all.x = T, all.y = F)",data cleaning,364e19,122
Npermutation = 2,communication,208e20,126
"cat(""After merging somatic mutation:"", ""\n"")",communication,364e19,122
dim(germ_clin_so),communication,364e19,122
"quantiles <- c(seq(0.5, 0.9, by = 0.1), seq(0.91, 0.97, by = 0.01))",setup,478e20,130
before <- Sys.time(),setup,208e20,126
bestlambda <- fit$lambda[bestdex],setup,208e20,126
groupingvar = as.data.frame(yy[-hold_out]),setup,208e20,126
xx = as.matrix(RF_selec %>% select(-groupingvar)),setup,208e20,126
yy = as.numeric(RF_selec$groupingvar) - 1,setup,208e20,126
"ppsvm_L <- rep(NA, length(yy))",setup,208e20,126
bestdex <- 2,setup,208e20,126
"type = ""link"", mode = ""lambda"")",setup,208e20,126
temp = classAgreement(prediction_res3),setup,208e20,126
best.parameters_L = objL$best.parameters,setup,208e20,126
"ppsvm_L[hold_out] = predict(svm.model_L, xx[hold_out,",setup,208e20,126
pred_class <- sign(pp),setup,208e20,126
temp = classAgreement(prediction_res1),setup,208e20,126
"ACURRACY = c(ACURRACY, temp$kappa)",setup,208e20,126
for (i in 1:Npermutation) {,setup,208e20,126
Multi_datainput_m$groupingvar = as.numeric(sample(Multi_datainput_m$groupingvar)),setup,208e20,126
for (k in 1:num_per_class) {,setup,208e20,126
if (bestdex == 1) {,setup,208e20,126
"svm.model_L <- svm(yy[-hold_out] ~ ., data = xx[-hold_out,",setup,208e20,126
"pp <- rep(NA, length(yy))",setup,208e20,126
num_per_class <- nrow(RF_selec)/2,setup,208e20,126
RF_selec = Multi_datainput_m,setup,208e20,126
before <- Sys.time(),setup,208e20,126
"prediction_res3 = table(true_class, pred_classsvm_L)",setup,208e20,126
},setup,208e20,126
bestdex <- which.min(fit$bic),setup,208e20,126
"gamma = 4^(-5:5), cost = 4^(-5:5), tune.control(sampling = ""cross""),",setup,208e20,126
"], cost = best.parameters_L$cost, gamma = best.parameters_L$gamma,",setup,208e20,126
ACURRACY = NA,setup,208e20,126
print(i),setup,208e20,126
"kernel = ""radial"")",setup,208e20,126
},setup,208e20,126
true_class <- sign(yy - 0.5),setup,208e20,126
]),setup,208e20,126
"objL <- tune.svm(groupingvar ~ ., data = RF_selec[-hold_out],",setup,208e20,126
"RF_selec = RF_selec[order(RF_selec$groupingvar), ]",setup,208e20,126
"hold_out = c(k, k + num_per_class)",setup,208e20,126
"pred <- predict(fit, newx = xx[hold_out, ], s = bestlambda,",setup,208e20,126
"ACURRACY = c(ACURRACY, temp$kappa)",setup,208e20,126
"Acc_sampled = rbind(Acc_sampled, ACURRACY[-1])",setup,208e20,126
pred_classsvm_L <- sign(ppsvm_L),setup,208e20,126
"fit <- glmpath::glmpath(x = xx[-hold_out, ], y = yy[-hold_out],",setup,208e20,126
pp[hold_out] = pred,setup,208e20,126
},setup,208e20,126
"prediction_res1 = table(true_class, pred_class)",setup,208e20,126
"kernel = ""linear"")",setup,208e20,126
duration = Sys.time() - before,setup,208e20,126
"family = binomial, max.arclength = 1)",setup,208e20,126
"germ_clin_so$var = paste(germ_clin_so$HUGO_Symbol, germ_clin_so$HGVSp_short)",data cleaning,364e19,122
"somatic_colocalized_var = somatic[paste(somatic$HUGO_Symbol,     somatic$Somatic_HGVSp) %in% germ_clin_so$var, ]",data cleaning,364e19,122
"dir.create(Sys.getenv(""R_LIBS_USER""), showWarnings = FALSE, recursive = TRUE)",setup,1.7900000000000001e+22,131
"somatic_occurence = data.frame(table(paste(somatic_colocalized_var$HUGO_Symbol,     somatic_colocalized_var$Somatic_HGVSp)))",data cleaning,364e19,122
beepr::beep(),modeling,208e20,126
"colnames(somatic_occurence) = c(""var"", ""colocalized_somatic_mutation_count"")",data cleaning,364e19,122
"germ_clin_so = merge(germ_clin_so, somatic_occurence, by = ""var"",     all.x = T, all.y = F)",data cleaning,364e19,122
germ_clin_so$colocalized_somatic_mutation_count[is.na(germ_clin_so$colocalized_somatic_mutation_count)] = 0,data cleaning,364e19,122
"germ_clin_so = germ_clin_so[, -which(colnames(germ_clin_so) ==     ""var"")]",data cleaning,364e19,122
"print(""time to perform the analysis:"")",communication,208e20,126
"cat(""Ending with matrix size dimension:"", ""\n"")",communication,364e19,122
print(Sys.time() - b),communication,208e20,126
dim(germ_clin_so),communication,364e19,122
"install.packages(""iterators"", Sys.getenv(""R_LIBS_USER""), repos = ""https://cran.cnr.berkeley.edu/"")",setup,1.7900000000000001e+22,131
"hist(as.numeric(Acc_sampled[-1, 1]), breaks = (c(-11:10)/21 +",communication,208e20,126
"0.5/21) * 2, main = ""Jhuang_6smallwindows_L1regLregression"")",communication,208e20,126
"cat(""Loading data...\n"")",not sure,478e20,130
out[[i]] <- mods,not sure,478e20,130
"if (args[1] == ""base"") {",not sure,478e20,130
"load(""../../data/ideology_analysis/ideology_analysis_input.RData"")",not sure,478e20,130
"dat <- filter(df, is.element(left_id, sc))",not sure,478e20,130
i <- 1,not sure,478e20,130
for (file in out_files) {,not sure,478e20,130
"quant_reg <- function(q, dat) {",not sure,478e20,130
"mods <- lapply(mods, coef)",not sure,478e20,130
else {,not sure,478e20,130
"print(paste(""Processed"", file))",not sure,478e20,130
"save(out, file = paste0(data_dir, ""regression_results.RData""))",not sure,478e20,130
"else if (args[1] == ""bootstrap"") {",not sure,478e20,130
"cat(paste0(""Finished iteration "", i, ""\n""))",not sure,478e20,130
"cat(paste0(""Size: "", nrow(dat), ""\n""))",not sure,478e20,130
"tau = q, method = ""pfn"")",not sure,478e20,130
"cat(paste0(""Done with "", q, ""\n""))",not sure,478e20,130
},not sure,478e20,130
"mods <- lapply(mods, coef)",not sure,478e20,130
"load(paste0(res_dir, file))",not sure,478e20,130
},not sure,478e20,130
"final_out <- do.call(cbind, outputs)",not sure,478e20,130
if (length(args) > 0) {,not sure,478e20,130
"sc <- sample(clusters, nc, replace = TRUE)",not sure,478e20,130
print(length(out_files)),not sure,478e20,130
},not sure,478e20,130
nc <- length(clusters),not sure,478e20,130
"outputs <- vector(mode = ""list"", length = length(out_files))",not sure,478e20,130
"load(paste0(res_dir, ""quantreg_mods.RData""))",not sure,478e20,130
B <- as.integer(args[3]),not sure,478e20,130
return(mod),not sure,478e20,130
},not sure,478e20,130
"mods <- lapply(quantiles, quant_reg, dat = df)",not sure,478e20,130
"out <- vector(mode = ""list"", length = B)",not sure,478e20,130
for (i in 1:B) {,not sure,478e20,130
"save(mods, file = paste0(res_dir, ""quantreg_mods.RData""))",not sure,478e20,130
},not sure,478e20,130
"out <- list(bootstrap_results = final_out, base_model = base_model_coefs)",not sure,478e20,130
no <- as.integer(args[2]),not sure,478e20,130
i <- i + 1,not sure,478e20,130
},not sure,478e20,130
"base_model_coefs <- sapply(mods, function(x) x[2])",not sure,478e20,130
},not sure,478e20,130
clusters <- unique(df$left_id),not sure,478e20,130
"save(out, file = paste0(res_dir, ""bs_out_"", no, "".RData""))",not sure,478e20,130
outputs[[i]] <- op,not sure,478e20,130
"mod <- rq(adjusted_alignment_score ~ ideology_dist, data = dat,",not sure,478e20,130
"op <- sapply(out, function(x) do.call(cbind, x)[2, ])",not sure,478e20,130
print(dim(final_out)),not sure,478e20,130
"mods <- lapply(quantiles, quant_reg, dat = dat)",not sure,478e20,130
"stop(""Invalid mode argument"")",not sure,478e20,130
} else {,not sure,478e20,130
"out_files <- list.files(path = res_dir, pattern = ""bs_out_"")",not sure,478e20,130
"fn = ""out/PCA_pathVar_integrated.tsv""",setup,364e19,122
"install.packages(""foreign"", Sys.getenv(""R_LIBS_USER""), repos = ""https://cran.cnr.berkeley.edu/"")",setup,1.7900000000000001e+22,131
INTERACTIVE = FALSE,setup,478e20,130
"install.packages(""foreach"", Sys.getenv(""R_LIBS_USER""), repos = ""https://cran.cnr.berkeley.edu/"")",setup,1.7900000000000001e+22,131
"write.table(germ_clin_so, quote = F, sep = ""\t"", file = fn, row.names = F)",export,364e19,122
"abline(v = ACURRACYreal[2], col = ""Red"")",visualization,208e20,126
"abline(v = 0, col = ""blue"")",visualization,208e20,126
"hist(as.numeric(Acc_sampled[-1, 2]), breaks = (c(-11:10)/21 +",visualization,208e20,126
"0.5/21) * 2, main = ""Jhuang_6smallwindows_SVMlin"")",visualization,208e20,126
duplicated_sample = germ_clin_so$bcr_patient_barcode[duplicated(germ_clin_so$bcr_patient_barcode)],data cleaning,364e19,122
"mutate(quantile_fctr = as.factor(quantile), significant = as.factor(ifelse(upper <",not sure,478e20,130
if (INTERACTIVE) {,not sure,478e20,130
"ggplot(filter(pdat, quantile < 0.98)) + geom_segment(aes(x = quantile_fctr,",not sure,478e20,130
"0, 1, 0)))",not sure,478e20,130
"upper = apply(out$bootstrap_results, 1, quantile, 0.975),",not sure,478e20,130
"load(paste0(data_dir, ""regression_results.RData""))",not sure,478e20,130
"scale_color_manual(values = c(cbPalette[1], ""black"")) +",not sure,478e20,130
"guides(color = FALSE) + geom_hline(aes(yintercept = 0),",not sure,478e20,130
"xlab(""Quantile"") + plot_theme",not sure,478e20,130
"ggsave(""../../paper/figures/quantile_regression.png"", width = p_width,",not sure,478e20,130
"lower = apply(out$bootstrap_results, 1, quantile, 0.025))) %>%",not sure,478e20,130
},not sure,478e20,130
"linetype = 2, color = ""grey"") + coord_flip() + ylab(""Quantile Regression Coefficient"") +",not sure,478e20,130
"pdat <- tbl_df(data.frame(coefs = out$base_model, quantile = quantiles,         height = 0.8 * p_width)",not sure,478e20,130
"geom_point(aes(x = quantile_fctr, y = coefs), size = 3) +",not sure,478e20,130
"source(""../plot_theme.R"")",not sure,478e20,130
"xend = quantile_fctr, y = lower, yend = upper), size = 1) +",not sure,478e20,130
"abline(v = ACURRACYreal[4], col = ""Red"")",visualization,208e20,126
"germ_clin_so_ds = germ_clin_so[germ_clin_so$bcr_patient_barcode %in%     duplicated_sample, ]",data cleaning,364e19,122
"install.packages(""doParallel"", Sys.getenv(""R_LIBS_USER""), repos = ""https://cran.cnr.berkeley.edu/"")",setup,1.7900000000000001e+22,131
"abline(v = 0, col = ""blue"")",visualization,208e20,126
"k1 <- sum(as.numeric(Acc_sampled[-1, 1]) >= ACURRACYreal[2])",visualization,208e20,126
"fn = ""out/PCA_pathVar_integrated_multi-var_carrier.tsv""",setup,364e19,122
"install.packages(""xtable"", Sys.getenv(""R_LIBS_USER""), repos = ""https://cran.cnr.berkeley.edu/"")",setup,1.7900000000000001e+22,131
"write.table(germ_clin_so_ds, quote = F, sep = ""\t"", file = fn,     row.names = F)",export,364e19,122
"library(foreign, lib.loc = Sys.getenv(""R_LIBS_USER""))",setup,1.7900000000000001e+22,131
"k2 <- sum(as.numeric(Acc_sampled[-1, 2]) >= ACURRACYreal[4])",evaluation,208e20,126
"library(foreach, lib.loc = Sys.getenv(""R_LIBS_USER""))",setup,1.7900000000000001e+22,131
"print(zapsmall(binconf(k1, nrow(Acc_sampled) - 1, method = ""all"")))",evaluation,208e20,126
"print(zapsmall(binconf(k2, nrow(Acc_sampled) - 1, method = ""all"")))",communication,208e20,126
"print(zapsmall(binconf(k2, nrow(Acc_sampled) - 1, method = ""all"")))",communication,208e20,126
"library(doParallel, lib.loc = Sys.getenv(""R_LIBS_USER""))",setup,1.7900000000000001e+22,131
duplicated_HGVSg = germ_clin_so$HGVSg[duplicated(germ_clin_so$HGVSg)],data cleaning,364e19,122
"germ_clin_so_dv = germ_clin_so[germ_clin_so$HGVSg %in% duplicated_HGVSg, ]",data cleaning,364e19,122
"library(xtable, lib.loc = Sys.getenv(""R_LIBS_USER""))",setup,1.7900000000000001e+22,131
